smiles	MW	LogP	TPSA	HBA	HBD	RotB
CC#CCNC1=CC=C(C(=O)NCC)CCC(C)N1CC(=O)N1CCCC1	372.253	1.610	64.680	4.000	2.000	6.000
NC(CC(=O)N1CCC(C(N)C(=O)c2ccc(F)cc2)CC1)CC1CC1	361.217	2.092	89.420	4.000	2.000	7.000
CC(CNC1CCCN(C)CC1=O)c1ccc(C(=O)NCCCF)cc1	363.232	2.132	61.440	4.000	2.000	8.000
CCCC(CN(C)C(=O)N1CCC(F)C1)NC(=O)c1cccs1	341.157	2.742	52.650	3.000	1.000	6.000
CN(Cc1ccccc1)C(C)(C)CCN1C(=O)NCc2cc(F)ccc21	355.206	4.156	35.580	2.000	1.000	6.000
CC(NCC1CCCC(F)(F)C1)C(=O)NC(C)(C)COc1ccccc1	368.228	3.764	50.360	3.000	2.000	8.000
CC(=O)NCC(C)(C)CNC(=O)C1CCCC(C(N)CC2=CCCCC2)C1	377.304	3.289	84.220	3.000	3.000	8.000
CCC(N)c1ccc(-c2c(F)cc(N(C)C(C)C(C)N)nc2C)cc1	344.238	3.778	68.170	4.000	2.000	6.000
CC(C)CN(C(=O)CCC(N)Cc1ccccc1F)c1cccnc1	343.206	3.560	59.220	3.000	1.000	8.000
CN(C)Cc1ccc2[nH]c(CNC(=O)CC(N)Cc3cccc(F)c3)cc2c1	382.217	2.945	74.150	3.000	3.000	8.000
CC#CCN1CCN2CCC(CCNC(=O)CCc3ccccc3)C2=C1O	367.226	2.513	55.810	4.000	2.000	7.000
NC1CCC(C(N)CCN(c2ccccc2)C2CCCC2CC(F)F)C1	365.264	4.162	55.280	3.000	2.000	8.000
CC#CCN1C(CCNC2CCC(C)C2)=NCCC12CC(N)=CC=C2C	354.278	3.214	53.650	4.000	2.000	5.000
N[SH](c1ccc(F)cc1)C1CCNC1Cc1ccc(C(=O)O)cc1	348.131	2.731	75.350	3.000	4.000	5.000
CCCCCCNc1ccc2c(n1)C1(N=C2)C2=CC1C=CC=C(OC)C2	349.215	4.748	46.510	4.000	1.000	7.000
CS(=O)(=O)c1ccccc1C1CCC(NCC2CCCCC2)CC1	349.208	4.286	46.170	3.000	1.000	5.000
CC1CCON1CC(N)CC(=O)C(c1ccccc1)c1cccc(F)c1	356.190	3.270	55.560	4.000	1.000	7.000
C#CC(O)C1CCN(C(=O)CCN(C)CC(=O)NCc2ccccc2)C1	357.205	0.467	72.880	4.000	2.000	8.000
O=C1CCCN(C=[N+]C(=O)NCc2cccc(C(F)(F)F)c2)CC1	341.135	2.334	63.510	2.000	1.000	3.000
CC#CCN1CCCN1CCNC(=O)C1(CC(F)(F)F)CCCC1C(=O)O	389.193	1.872	72.880	4.000	2.000	7.000
CCOc1cccc(Nc2ccc(CC(C)(N)C(=O)N3CCCC3)cc2)c1	367.226	3.711	67.590	4.000	2.000	7.000
CC(CN)Cc1c(F)cccc1C(=O)NCC(F)(F)CC(F)(F)F	356.132	3.281	55.120	2.000	2.000	7.000
CC1CCN(c2cc(NC(C)CC(N)Cc3ccccc3)cc(=O)[nH]2)CC1	368.258	3.372	74.150	4.000	3.000	7.000
CC(=O)Nc1ccc(N2CCC(NCC(C#N)c3ccccc3)CC2)cc1	362.211	3.511	68.160	4.000	2.000	6.000
COc1cc(CCNCC2=CC(C3CC3)N=CC=C2C)ccc1C#N	335.200	3.435	57.410	4.000	1.000	7.000
CN(C)CC(=O)NC(CN1CCC(c2ccc(F)cc2)CC1)C(=O)CF	367.207	1.590	52.650	4.000	1.000	8.000
C=CCCC(C(C)=O)C(C)(C)C1CCC(N)C(C(C)C(=O)N2CCC2)C1	362.293	3.796	63.400	3.000	1.000	8.000
CC(=O)Cc1ccc2c(c1)CC(N1CCC(C(N)CC(F)CF)CC1)C2	364.233	3.022	46.330	3.000	1.000	7.000
CC(NC(=O)CN(C)CN1CC(N)Cc2ccccc21)c1ccccc1	352.226	2.143	61.600	4.000	2.000	6.000
Cc1cnc(CNC(=O)c2ccc(NCCC3CCCC3)cc2)cc1N	352.226	3.894	80.040	4.000	3.000	7.000
CCCCN(C(=O)N1CCC(N)C(c2cccc(Cl)c2)C1)C(C)C	351.208	4.087	49.570	2.000	1.000	5.000
COc1ccc(C(F)(CCN)c2ccc(NC(=O)C3CC3)cc2)cc1	342.174	3.606	64.350	3.000	2.000	7.000
CN(C)CCC1=CC(NCc2cc(F)ccc2F)=C=C1[SH](C)(C)=O	354.158	2.589	32.340	3.000	2.000	7.000
CCCCCCNCCC(=O)N1CCCC2CC(NCC3CCCN3)C21	364.320	2.268	56.400	4.000	3.000	11.000
CN(C)CC1CC(c2cc(CCN)ccc2F)Cc2cnc(N)cc21	342.222	2.679	68.170	4.000	2.000	5.000
C[SH](C)(=O)NC1CCCCN1CCNC(=O)c1cccc(Cl)c1	359.143	1.663	61.440	3.000	3.000	6.000
CCc1c(NC(C)C)cc(-c2ccccc2F)nc1NC(C)CNC	344.238	4.290	48.980	4.000	3.000	8.000
CCC(c1ccccc1)N(C)CC1CCC(CCC(=O)NC)C(=O)C1	344.246	3.581	49.410	3.000	1.000	8.000
CN1CCC(COC(=O)CC(F)(F)c2cccc(F)c2)CNC1=O	344.135	2.512	58.640	3.000	1.000	5.000
NC(=O)c1c(CCC(N)Cc2ccccc2)cccc1-c1ccc(F)cc1	362.179	4.094	69.110	2.000	2.000	7.000
OC1CC(NCCN2Cc3ccccc3C2)COC1Cc1ccccc1	352.215	2.353	44.730	4.000	2.000	6.000
CC#CCN1CCCC(C)CC1NC(=O)CC(N)C(C)(C)C1CCCC1	361.309	3.508	58.360	3.000	2.000	6.000
CCCC(NC(=O)CCCN)C(=O)C1CC2CC(C(F)(F)F)C2C1	348.202	2.804	72.190	3.000	2.000	8.000
Cc1cccc(NC2CCN(C(C)CCC(N)Cc3ccccc3)CC2)n1	366.278	4.005	54.180	4.000	2.000	8.000
CCNC(=O)C(CN)CCN1C(=O)C(CC)CC1Cc1ccccc1	345.242	1.957	75.430	3.000	2.000	9.000
CCCCN(C(=O)Nc1ccc(F)cc1)c1ccc(N2CCC(N)C2)cc1	370.217	4.202	61.600	3.000	2.000	6.000
COCC1(c2ccccc2)C(CC(N)Cc2ccccc2)CCC1C(=O)O	367.215	3.642	72.550	3.000	2.000	8.000
CCNC(CC)NC(=O)N(CC)C(=O)N1CCCC1C#Cc1ccccc1	370.237	3.000	64.680	3.000	2.000	5.000
CCOC1CCC(NC(=O)C2CCC(N(C)CC(=O)N3CCCC3)C2)CC1	379.283	2.173	61.880	4.000	1.000	7.000
Cc1ccc2c(c1)-c1ccc(OCC(C)C(C)C(C)NCC(N)=O)cc1-2	352.215	3.757	64.350	3.000	2.000	8.000
CC(C)CC(NC(=O)C1CCC(N)CC1)C(CN1CCC1)c1ccccc1	371.294	3.524	58.360	3.000	2.000	8.000
NC1CCCN1C(=O)CC1CCN(C(=O)CCC(=O)CC2CCCC2)C1	363.252	2.062	83.710	4.000	1.000	7.000
CC(N)C1CC(F)CN(CC2CCCN2C(N)CCCC(F)(F)F)C1	368.256	2.475	58.520	4.000	2.000	7.000
N#CC1CCCN1C(=O)C(CC1CNCC(C(F)F)C1)CC(F)(F)F	367.168	2.950	56.130	3.000	1.000	5.000
CN(CCC(Cc1cccc2ccccc12)N(C)C)C(=O)NCCC1CC1	367.262	4.144	35.580	2.000	1.000	9.000
CS1=C(C(C=CC=CC(N)=O)c2ccc(C(F)F)cc2)C(CCN)=C1	364.142	3.623	69.110	2.000	2.000	8.000
Nc1c(F)cccc1CNC(=O)CC(CC(F)(F)F)c1ccccc1	354.136	4.150	55.120	2.000	2.000	6.000
CC#CC1=C(OCCCc2ccc(C#N)cc2)C(CC)N=C1CC(C)N	349.215	3.755	71.400	4.000	1.000	8.000
CC(C)CNC(=O)C1=Cc2cnccc2C1=Cc1ccccc1CCN	347.200	3.293	68.010	3.000	2.000	6.000
CCC#CC1CN(Cc2cccc(CC(N)CC)c2)c2ccc(OC)n2C1	365.247	3.826	43.420	4.000	1.000	6.000
NC(Cc1cccc(F)c1F)C(=O)Cc1c(F)[nH]c2ccccc12	332.114	3.267	58.880	2.000	2.000	5.000
CN(C)Cc1ccc(C(=O)CCN(C)Cc2ccc(F)cc2)c(N)c1	343.206	3.174	49.570	4.000	1.000	8.000
CCC(NC1=C(Nc2ccccc2C(F)(F)F)C1)C(N)C(=O)CF	345.146	2.967	67.150	4.000	3.000	8.000
CNC(c1ccccc1)N(C)CCNC(=O)C1CC(F)CC1C(F)F	357.203	2.582	44.370	3.000	2.000	8.000
N#Cc1ccc(CN2CCCC2CC(N)CCc2cc(F)ccc2F)cc1	369.202	4.151	53.050	3.000	1.000	7.000
N#CC1CCCN1C(=O)CNCCCCCNC1=CC=C(c2ccccc2)C1	378.242	3.222	68.160	4.000	2.000	10.000
CC(c1cc(F)ccc1F)N1CCC(NCC(=O)N2CCCC2)CC1	351.212	2.702	35.580	3.000	1.000	5.000
COc1cc(CCNC(=O)C(C)(C)C)cc2c1C=CC(N)CC2C(F)F	366.212	3.493	64.350	3.000	2.000	5.000
CCOC1CC(C(N)CC(C)(C)c2ccc(N)cc2)C(C)C1C(=O)O	348.241	3.026	98.570	4.000	3.000	7.000
CC(CC(N)Cc1cc(F)c(F)cc1F)c1cccc(C(N)=O)c1	336.145	3.266	69.110	2.000	2.000	6.000
CN(C)CC(Cc1ccccc1)C(=O)N1CCCC1CN1CC(F)CC1=O	375.232	1.968	43.860	3.000	0.000	7.000
CCCCC(=O)N1CC(C)C(N)(C(=O)NNCC2CCCCC2)C1	338.268	1.554	87.460	4.000	3.000	7.000
COc1ccc(C(CC(C)(C)NCc2cc(F)ccc2F)C(N)=O)cc1	362.181	3.501	64.350	3.000	2.000	8.000
CC(NO)c1ccc(CNCc2ccc(N3CCNCC3)cc2)c(F)c1	358.217	2.565	59.560	5.000	4.000	7.000
Cc1cccc(CC(N)C(=O)N(CCC2CCCC2)C(=O)N2CCCC2)c1	371.257	3.490	66.640	3.000	1.000	6.000
CCOC1C=CN(C(=O)CN2CC(C(N)CC)=C(C)C2=CCC2CC2)CC1	373.273	3.191	58.800	4.000	1.000	8.000
CCCC(C(=O)NN1CCCN(C(=O)c2ccccc2)CC1)C(C)C	345.242	2.938	52.650	3.000	1.000	6.000
CCCCCN1C(=O)NCCC1CCC(=O)c1ccccc1CN(C)C	359.257	3.685	52.650	3.000	1.000	10.000
CC(C)CC(N)C(C)(C)N(C)C(=O)Cc1ccc(N2CCC2)cc1	331.262	3.050	49.570	3.000	1.000	7.000
CC(C)CC(=O)Nc1ccccc1CC(N)C1CCN(C)C(C(F)(F)F)C1	385.234	3.814	58.360	3.000	2.000	6.000
CC1CC(CC(=O)NCc2cccc(F)c2)NC(NC2CCCCC2)=N1	360.233	2.861	65.520	4.000	3.000	5.000
CN(Cc1ccc(C(F)(F)F)cc1N1CCCCC(C)(C)C1)C(N)=O	357.203	4.232	49.570	2.000	1.000	3.000
O=C(Cc1ccccc1)C1CCNCC1C(O)CC1CCCN(CC2CC2)C1	384.278	2.897	52.570	4.000	2.000	8.000
CC(CC(N)Cc1cc(F)c(F)c(F)c1F)NC(C)c1ccccc1	354.172	4.242	38.050	2.000	2.000	7.000
CC1CN(CC(=O)NCCC(F)(F)F)CCN1C(=O)Cc1ccccc1	371.182	1.830	52.650	3.000	1.000	6.000
NC(CCCCN1CCC2=C(CC1)C(=O)CCN=C2)Cc1cccc(F)c1	371.237	3.302	58.690	4.000	1.000	7.000
CNCCC1(CN2CCC(N)C2)C(C)CN1CC(=O)c1ccccc1	344.258	1.202	61.600	5.000	2.000	8.000
CC1CCN(CCCc2ccccc2CC(N)C(=O)N2CCCC2)CC1	357.278	2.843	49.570	3.000	1.000	7.000
CN(c1ccc(C(F)(F)F)cc1)C(N)CNc1ccc(CN)cc1	338.172	2.997	67.310	4.000	3.000	6.000
CN1CCCCC1CCC(=O)NCC(=O)N1CCCC1C(F)(F)F	349.198	1.920	52.650	3.000	1.000	5.000
CN1CCC(CNC2CC3CC(C2)C(NC(=O)Cc2ccccc2)C3)CC1	369.278	2.834	44.370	3.000	2.000	6.000
NC(CCCN1CCCCC1)NCC(=O)N1CCCC1C(F)(F)F	350.229	1.680	61.600	4.000	2.000	7.000
CNC(CNC(=O)Cc1ccc(O[PH](F)(F)F)cc1)C1CCC1	350.137	3.431	50.360	3.000	2.000	8.000
NCCC(=O)N1CCN(c2cccc(NCCC3CCCCC3)c2)CC1	358.273	3.066	61.600	4.000	2.000	7.000
CNCC(C)NC(=O)C1CCCCC1C(=O)NCC1CCCCCC1	351.289	2.603	70.230	3.000	3.000	7.000
COc1cccc(CNC(=O)C2CCC(C(F)CF)CC(N)C2)c1	340.196	2.753	64.350	3.000	2.000	6.000
NC(CNC(=O)c1ccc(F)cc1)C1CCCN(CC(=O)CCF)CC1	367.207	1.914	75.430	4.000	2.000	8.000
CN1CCCN1CC(=O)C(N)CCC(=O)Nc1ccc(-c2ccccc2)cc1	380.221	2.521	78.670	5.000	2.000	8.000
NCC1(c2ccccc2)CC(NCC(=O)C2CC2)CC(c2ccccc2)=N1	361.215	3.061	67.480	4.000	2.000	7.000
COC1=CC(CC(N)C(CC(F)(F)F)=NNc2cccnc2)C=C1	340.151	3.236	72.530	5.000	2.000	7.000
CCOc1ccc(CCNC(C)c2cc(F)c(F)cc2C(=O)O)cc1	349.149	3.955	58.560	3.000	2.000	8.000
CC(N)(Cc1ccccc1)CC(C)(C)NC(=O)N1CCC1C(=O)C1CC1	357.242	2.878	75.430	3.000	2.000	7.000
CC(C)CN1CCCC(C(N)CC(C)(C)C(=O)NC2CCCC2)CC1	351.325	3.547	58.360	3.000	2.000	7.000
CCCC(CN)C(C)NCC(=O)N1CCCC(c2cccc(F)c2)C1	349.253	2.885	58.360	3.000	2.000	8.000
Cc1ccc(CN(C)C(C)NC(=O)C(N)Cc2cccc3ccccc23)cc1	375.231	3.612	58.360	3.000	2.000	7.000
NCC(=O)N1CCC(N2CCC(C(N)Cc3cccc(F)c3)CC2)CC1	362.248	1.357	75.590	4.000	2.000	5.000
CC#CCN1CCC(N2CCCC2=NC(C)C(N)C(C)c2ccccc2)CC1	380.294	3.488	44.860	3.000	1.000	6.000
NC(CNC1(Cc2ccccc2)CCCC1)CC(=O)c1ccc(F)cc1	354.211	3.871	55.120	3.000	2.000	8.000
N#Cc1ccc2c(c1)CCC(CCC(N)CCCC(F)(F)F)C2CN	353.208	4.003	75.830	3.000	2.000	7.000
CC(=O)NCCc1ccc(C2CCN(CCC(=O)NC3CCC3)CC2)cc1	371.257	2.603	61.440	3.000	2.000	8.000
C#CC1CCN(CCCNCC(=O)C2CC2CN2CC(F)CC2C)C1=O	363.232	1.085	52.650	4.000	1.000	9.000
CCC1C(CC(N)CC(F)(F)F)=CC(c2ccncc2)=C1NC(C)C	353.208	4.427	50.940	3.000	2.000	7.000
CN(C1=CC=C(C(N)CCCC2CC2)C1)c1ccccc1S(C)(=O)=O	360.187	3.648	63.400	4.000	1.000	8.000
NC(CC(CC1CC1)C(=O)NCc1ccccc1)C(=O)N1CCSC1	361.182	1.969	75.430	4.000	2.000	8.000
N#Cc1ccccc1CC(N)Cc1cccc(NCc2ccccc2)n1	342.184	3.678	74.730	4.000	2.000	7.000
CN1CCCN(Cc2cc(NCc3ccc(F)cc3)ccc2C(=O)O)C1	357.185	3.231	55.810	4.000	2.000	6.000
CC#CCn1c(-c2ccccc2)cc(NC(C)CC)c1CC(=O)O	324.184	4.016	54.260	3.000	2.000	7.000
NCC(=O)C1=CC=CC(N2CCC(NCC(=O)c3ccccc3)CC2)C=C1	365.210	1.872	75.430	5.000	2.000	7.000
C#CC1(O)CCC2=C(CC)C(Cc3ccccc3)C(CCCC(N)=O)N2C1	366.231	3.007	66.560	3.000	2.000	7.000
CC1CN(C(=O)CCN)CCC1N1CCN(C(C)CC(F)(F)F)CC1	364.245	1.531	52.810	4.000	1.000	5.000
COc1cc(C=C2CC(C)C(C)C(N)C2)cc(OCC(C)C)c1OC	347.246	4.515	53.710	4.000	1.000	6.000
CN1CCC(NC(=O)CCC(N)CC(=O)c2cc(F)c(F)cc2F)CC1	371.182	1.995	75.430	4.000	2.000	7.000
NC1CCC(NC(=O)CN2CCC(C(N)Cc3ccc(F)cc3)CC2)C1	362.248	1.404	84.380	4.000	3.000	6.000
CC1=CC=CC(CN(Cc2ccccc2)Cc2cccc(N)c2)C=C1O	346.205	4.845	49.490	3.000	2.000	6.000
O=C(NCc1ccccc1)C1CCC(NCCc2cccnc2)CC1O	353.210	2.060	74.250	4.000	3.000	7.000
CC#CC1CC(c2ccccc2)CC1C(N)CC(=O)NCC(F)(F)F	352.176	3.216	55.120	2.000	2.000	5.000
CCN(C)Cc1cc(-c2cccc(NC(C)=O)c2C)c(CN)cc1OC	355.226	3.539	67.590	4.000	2.000	7.000
CC(NCC(C)c1cc(F)cc(Cl)c1)C(=O)NCC1CCC(=O)N1	355.146	1.955	70.230	3.000	3.000	7.000
Nc1cc(C(F)(F)F)c(F)c(F)c1CC(N)CCC(=O)N1CCCC1	365.153	2.838	72.350	3.000	2.000	5.000
CNC(=O)CCC(N)C(C)c1ccc(C(=O)C=CC(F)(F)F)cc1	342.156	2.945	72.190	3.000	2.000	7.000
CS(=O)(=O)Nc1ccc2c(c1)CC(CC(F)C1CCCC1)C(N)C2	354.178	3.019	72.190	3.000	2.000	5.000
CC1CCCN(CCCC(N)CC(=O)Nc2ccc(Cl)cc2F)C1	355.183	3.647	58.360	3.000	2.000	7.000
NC(COc1ccc(C(=O)N2CCCC2)cc1)Cc1cc(F)ccc1F	360.165	3.150	55.560	3.000	1.000	6.000
NC(=O)C(C(N)=O)c1ccc2cc(OCCCCC3CCC3)ccc2c1	354.194	3.243	95.410	3.000	2.000	9.000
CCC1C(SC)=C2C(=CC=C3C=C(CCN)C(C)=N3)CC2CNC1C	357.224	4.201	50.410	4.000	2.000	5.000
CC(C)CC(C)C1CCCN1C(=O)C(N)C1CCC(N2CCCC2)CC1C	377.341	3.888	49.570	3.000	1.000	6.000
NC(CC(=O)N1CCC(F)C1)CC(CC1CC1)C(=O)NCC1CCCC1	367.264	2.387	75.430	3.000	2.000	9.000
O=C(CN(Cc1ccc[nH]1)c1ccc(F)cc1)c1cc(F)ccc1BO	354.135	2.152	56.330	3.000	2.000	7.000
CC(=O)N(CC1CCCC1)C1CCC(NC(=O)CC(N)CC2CC2)C1	349.273	2.580	75.430	3.000	2.000	8.000
CC(F)(F)c1ccc(-c2ccc(CNCC(O)C(N)=O)cc2)cc1F	352.140	2.540	75.350	3.000	3.000	7.000
NC(CCNC(=O)C1CCC(F)C1)Cc1ccccc1Br	356.090	2.963	55.120	2.000	2.000	6.000
CC(c1ccc(CNCCc2ccc(F)c(F)c2)cc1)C(N)C(=O)O	348.165	2.812	75.350	3.000	3.000	8.000
CC(C)CC1=Nc2ccc(C(N)CC(C)(C)C(=O)N(C)C)cc2CC1	343.262	4.256	58.690	3.000	1.000	6.000
CC(c1ccncc1)C(N)Cc1ccc(C(F)(F)F)cc1CCN	337.177	3.275	64.930	3.000	2.000	6.000
CC#CC1(C)C=CN2CC(CC(C)(C)CC(=O)N(C)C)C=C2CC(N)CC1	371.294	3.751	49.570	3.000	1.000	4.000
CCn1cc(C(=O)O)cc1CCC(N)Cc1cc(F)ccc1F	322.149	2.987	68.250	3.000	2.000	7.000
CC1CCCN1C(=O)CNCN(C)Cc1cccc(-c2cccnc2)c1	352.226	2.738	48.470	4.000	1.000	7.000
CN(C)CC1CC(N)C(CCCc2cc(F)c(O)cc2F)C(C(=O)O)C1	370.207	2.609	86.790	4.000	3.000	7.000
CCc1c[nH]cc1CCC1=NC(C)C(=O)N(Cc2ccccc2)C=C1	335.200	3.895	48.460	2.000	1.000	6.000
NC(CNc1ccc(C(F)(F)C2CCCC2)cc1)CC(=O)N1CCCCC1	379.244	4.110	58.360	3.000	2.000	7.000
CCCNC(=O)c1c(Cc2ccc(N)cc2)cccc1C(=O)NCC1CC1	365.210	3.139	84.220	3.000	3.000	8.000
CNC1=C2C=CC(c3cncc(OCc4ccc(F)cc4)c3)=C2CC1N	349.159	3.328	60.170	4.000	2.000	5.000
CC(C)C(CC(=O)N1CCC1)NC(=O)N1CCC(c2ccccc2)CN1	358.237	2.337	64.680	3.000	2.000	5.000
CC#CCN(Cc1ccc(-c2ccccc2)nc1)C(N)CC(=O)N1CCCC1	376.226	2.871	62.460	4.000	1.000	7.000
CCC(=O)Nc1ccc2c(c1)C(CCN(C)C)C(C(C)C)C(=O)N2CC	359.257	3.709	52.650	3.000	1.000	7.000
NC(Cc1ccc(NC(=O)CCF)cc1)c1ccc(C2CCCN2)cc1	355.206	3.652	67.150	3.000	3.000	7.000
CCC1CCC(CNc2ccc(CN3CCC(C(=O)O)C(C)C3)cn2)C1	359.257	3.862	65.460	4.000	2.000	7.000
Cc1c(C(=O)NCCC(C)C2CCC[N+]2C)c[nH]c1NC(=O)C1CC1	346.236	2.360	79.890	3.000	3.000	7.000
CCC(N)CC(=O)N1CCCC(N(CC)Cc2ccc(C)nc2)CC1	346.273	2.720	62.460	4.000	1.000	7.000
NC(CC(=O)NCc1ccc(F)c(F)c1)C(N)c1cc(F)ccc1F	355.131	2.277	81.140	3.000	3.000	6.000
CC(C(=O)NO)C1CCCN1C(=O)CC(CC1CC1)c1cccc(F)c1	362.201	3.232	69.640	3.000	2.000	7.000
CC(c1cnc(C2CCNCC2)cn1)C(CF)CC(N)Cc1ccccc1	370.253	3.593	63.830	4.000	2.000	8.000
CC(Cc1cccnc1)NCC(=O)NCc1ccc(C(F)(F)F)cc1	351.156	2.937	54.020	3.000	2.000	7.000
CC1=CC=C2C=C(C(=O)NCCN(C)C)C(CN)C(c3ccccc3)=C2C1=O	377.210	2.088	75.430	4.000	2.000	6.000
O=C(O)CC(Cc1cc(F)ccc1F)NCCC(=O)N1CCC(F)C1	358.150	1.901	69.640	3.000	2.000	8.000
CC1CC(C(=O)NC(C)C(C)C(C)C)=CC(O)=C1c1ccc(F)cc1	345.210	4.858	49.330	2.000	2.000	5.000
CCOC(=O)N1CCN2C=C(NCC(C)Cc3ccccc3)CCC2C1	357.242	3.233	44.810	4.000	1.000	6.000
CN(C(=O)C1CCC1)N1CCC(CNCc2cccc(C3CC3)n2)CC1	356.258	2.934	48.470	4.000	1.000	7.000
CCC(N)C1CCN(CC(=O)NC2CCCC(CC(C)C)C2)CC1	337.309	3.157	58.360	3.000	2.000	7.000
CCC(NC)C(=O)NC1SCCC1C1=CC(F)(F)N(C)C=C1	331.153	2.158	44.370	4.000	2.000	5.000
NC(CCc1ccccc1CC(=O)F)CC(=O)N1CCc2cc(F)ccc2C1	386.181	3.099	63.400	3.000	1.000	7.000
CCC(C)(C)C(=O)C(Cc1cc(F)ccc1C1CCCCN1)NC	334.242	3.776	41.130	3.000	2.000	7.000
CC(C)N(CCc1ccccc1)C1CCN(C(=O)CCC2CCNC2)C1	357.278	2.930	35.580	3.000	1.000	8.000
CCC1CC(c2n[nH]c(C)c2CC(F)(F)F)C(CN)C=C1COC	345.203	3.484	63.930	3.000	2.000	6.000
CC(C)CCC(=O)N1CCCC1CC1N=CN(C)C(CC2CCC2)=N1	346.273	3.692	48.270	4.000	0.000	7.000
Cn1c(CCCc2cccnc2)cc(CN)c1CC(F)(F)c1ccccc1	369.202	4.389	43.840	3.000	1.000	8.000
COc1ccccc1CNC1CCC(C(=O)NCC2CC2)CC(N)C1	345.242	2.197	76.380	4.000	3.000	7.000
COC1CCC(NCc2cc(CNCc3ccccc3)ncc2C)CC1	353.247	3.727	46.180	4.000	2.000	8.000
CCN(C1CCC(N)CC1)C1CC(NC(=O)CC(F)(F)F)CC1C	349.234	2.814	58.360	3.000	2.000	5.000
CN1CCC(C(N)NCc2cnc(C3CCCC3)c(C(F)(F)F)c2)C1	356.219	3.084	54.180	4.000	2.000	5.000
C[SH](N)(=O)c1ccc(C(CCS(=O)(=O)C2CCC2)CC(F)F)cc1	381.124	2.662	77.230	3.000	2.000	8.000
CCc1nc(-c2ccccc2)cc2c(NCCC(C)C)nc(N)cc12	334.216	4.899	63.830	4.000	2.000	6.000
COc1c(CCCNCc2ccccc2)cc(CN)cc1-c1ccc(F)cc1F	396.201	4.822	47.280	3.000	2.000	9.000
NC(CCC(=O)NCCCF)Cc1cccc(I)c1	378.060	2.417	55.120	2.000	2.000	8.000
CC(C(=O)N1CCCC1)N(C)c1ccc(NC(=O)CC2CCCN2)cc1	358.237	2.214	64.680	4.000	2.000	6.000
CCCCc1ccccc1C1=NC(C)(C)CC(C(C)C(=O)NCC)=N1	341.247	4.171	53.820	3.000	1.000	7.000
CN(C)CC(=O)NCCCN1CCC(C(N)Cc2cccc(F)c2)CC1	364.264	1.475	61.600	4.000	2.000	9.000
CC#CCC(NCC(C)C(=O)N1CCC(O)C1C)c1ccc(F)cc1	346.206	2.488	52.570	3.000	2.000	6.000
CC(F)N(CCC(N)CC(=O)N1CC(c2ccc(F)cc2)C1)c1ccccc1	387.212	3.681	49.570	3.000	1.000	8.000
NC(C(CC(F)(F)F)c1ccccc1)S(=O)(=O)Nc1ccccc1	358.096	3.449	72.190	3.000	2.000	6.000
CC(C)CCC1=C2CCN(C(=O)CN)C2=C1NCCc1cccc(F)c1	357.222	3.107	58.360	3.000	2.000	8.000
CCC1CCC(C(N)Cc2ccc(NC(=O)OC3CCCC3)cc2)C1	344.246	4.874	64.350	3.000	2.000	6.000
NC(Cc1ccccc1F)c1cccc(NCC(=O)N2CCCCC2)c1	355.206	3.493	58.360	3.000	2.000	6.000
CC1CN(CCCC(=O)Nc2ccccc2)N(Cc2ccccc2)C1=O	351.195	3.301	52.650	3.000	1.000	7.000
COc1ccc(CNC(=O)C2CCC(C)N2CC(C)C)cc1CC(N)=O	361.237	1.848	84.660	4.000	2.000	8.000
CCC(N)C1CCN(C2CC(Cc3ccccc3)C(C(=O)CNC(C)=O)C2)CC1	399.289	2.778	75.430	4.000	2.000	8.000
CC(C)c1cccc(CCNc2ccc(C(=O)N3CCN(C)NC3)cc2)c1	366.242	3.314	47.610	4.000	2.000	6.000
N#CC1CCCCN1C(=O)CCCCNC1=C2C(=CC=C2c2ccc[nH]2)C1	362.211	3.660	71.920	3.000	2.000	7.000
NCC(Cc1ccc(-c2ccccc2)cc1)C(N)C(=O)N1CCC(F)C1	355.206	2.369	72.350	3.000	2.000	6.000
CNC(=O)C1=C(CC(C)NC(C)C(=O)N2CCC(C)C2)C(CC(C)C)C1	363.289	2.720	61.440	3.000	2.000	8.000
COc1ccccc1CC1C(C)NC(C(=O)NCC2CC2)CC1C(=O)O	360.205	1.831	87.660	4.000	3.000	7.000
COc1cc(Nc2cc(C(F)(F)F)cc(CN)c2C)ccc1CN	339.156	3.683	73.300	4.000	3.000	5.000
CCN(CC(=O)Nc1cccc2ccccc12)C(C)C(=O)NCc1ccccc1	389.210	3.805	61.440	3.000	2.000	8.000
CC1CCCN1C(=O)CC(NCCCN)C(N)CC(F)(F)F	324.214	0.974	84.380	4.000	3.000	8.000
CC(NCCCc1ccccc1)C1CCN(C(=O)C2CCCCN2)CC1	357.278	2.978	44.370	3.000	2.000	7.000
COc1cc(C(N)=CCCN(C)c2cccc(F)c2)ccc1C(=O)O	344.154	3.359	75.790	4.000	2.000	7.000
NC(CC(C(=O)Nc1ccccc1)c1ccccc1F)CN1CCCC1	355.206	3.361	58.360	3.000	2.000	7.000
CCCC(=O)c1ccc2c(c1)Cc1cc(CCCN(C)C)ccc1N2CC	364.251	5.226	23.550	3.000	0.000	8.000
COC(=O)CN1C2=C(CCC(N3CCCCC3)CC2)CN(C)CC1C	349.273	2.478	36.020	5.000	0.000	3.000
