smiles	MW	LogP	TPSA	HBA	HBD	RotB
COC1CCCN(CCNC(=O)C2=Cc3cc2ccc3NC(C)c2ccc(Cl)c(Cl)c2)C1	473.164	5.248	53.600	4.000	2.000	8.000
CC(C(=O)C1CCC(O)C1)C1=CC=C2C=C(c3ccc(F)cc3)C=C2C1	350.168	4.772	37.300	2.000	1.000	4.000
CC#CCN1C(C)CC(NC(=O)NC2CCN(C(C)(C)C)CC3CN(C)CC32)C1(C)C	431.362	2.601	50.850	4.000	2.000	3.000
CC(NCC(C)c1ccc(N2CCC(F)(F)CC2)cc1)NC1CCCCC1	379.280	4.884	27.300	3.000	2.000	7.000
CC1=C(C2CCN(C(C)(C)C)CC2=O)C1=CC=NC1=CN1C(F)=C(F)C(F)(F)F	415.168	4.788	35.680	4.000	0.000	4.000
CCC1(CNC(C)Cc2cc(C(F)(F)F)ccc2Br)Nc2cccc(O)c21	442.087	5.425	44.290	3.000	3.000	6.000
CCOc1ccc(CCNC(=O)C2(C)Nc3ccc(Cl)cc32)cc1	344.129	3.738	50.360	3.000	2.000	6.000
Nc1cc(Br)c(C(=O)CC2CC2)cc1CCF	299.032	3.526	43.090	2.000	1.000	5.000
CCC1(C(=O)N2CCNc3ccc(-c4ccc(F)cc4)cc32)CC(N)C1(C)C(=O)CF	427.207	3.924	75.430	4.000	2.000	5.000
CC(NC(=O)CCc1c[nH]c2ccc(Br)cc12)C1CC1	334.068	3.778	44.890	1.000	2.000	5.000
CC(C)(C(=O)N1CCCc2ccccc21)N1CCC(n2cc(C#N)cc2C(F)(F)F)CC1	444.214	4.773	52.270	4.000	0.000	3.000
CC1=CC=C2C=CC=C(C3CN(C(=O)N4CCN(C(=O)c5cccc(Cl)c5)CC4)C3)C12	435.171	4.148	43.860	2.000	0.000	2.000
O=C(O)C(=Cc1nc2cc(Cl)ccc2s1)c1ccccc1Cl	348.973	5.228	50.190	3.000	1.000	3.000
CN1Cc2ccnc(NCCc3ccc(C(F)(F)F)cc3)c2C1	321.145	3.700	28.160	3.000	1.000	4.000
CN(C)c1cc(-c2cccc(C3(C)CC4CCCCC43)c2)ccn1	320.225	5.282	16.130	2.000	0.000	3.000
N#Cc1cc2c(cc1N1CCCC(I)C1)-c1ccccc1C(F)(F)C2	450.040	5.277	27.030	2.000	0.000	1.000
CC1(C)CC=C2CC(O)CC2C1(C)Cc1cccc(C(F)(F)F)c1	338.186	5.381	20.230	1.000	1.000	2.000
CN(c1cc2ccccc2s1)C1CCC2(CCN2Cc2ccc3ccccc3n2)C1	413.193	6.083	19.370	4.000	0.000	4.000
O=C(NCC1(c2ccccc2)CCC(c2ccccc2)C1)c1ccccc1	355.194	5.322	29.100	1.000	1.000	5.000
FC1CCC(NCCCCCN2CCN(c3ccccc3)CC2)CC1	347.274	3.849	18.510	3.000	1.000	8.000
CC1=C(N(C)C(C)CN(C)C)CC1=C1C=C(Cl)C=C1F	296.146	3.832	6.480	2.000	0.000	4.000
CC1CC1(C)CC(C1CCC(C)(C)O1)C(O)c1ccc(F)cc1F	338.206	5.008	29.460	2.000	1.000	5.000
CS(C)(C)c1ccccc1COc1ccc(C(F)F)nc1C1CC1	351.147	5.529	22.120	2.000	0.000	6.000
O=C(O)C(=O)c1cccc(C(F)(F)F)c1-c1ccc2c(c1)CCN2	335.077	3.608	66.400	3.000	2.000	3.000
CC1(C)C2CC2C1C(=O)NC1(C(=O)NNc2cccc(C(F)(F)F)c2)C2CCCCC21	435.213	4.116	70.230	3.000	3.000	5.000
OC1CCN(Cc2cc(F)ccc2CN2CCN(c3ccc(Br)cc3)CC2)CC1	461.148	3.867	29.950	4.000	1.000	5.000
Fc1ccc(C2=NNC3=C(CCC3)C(NCCC(F)(F)F)=C2)cc1	339.136	3.997	36.420	3.000	2.000	4.000
NC1C=C(CCN(c2ccc3c(c2)CCC2(CCNC2)C3)c2ccccc2C(F)(F)F)NC1	456.250	4.516	53.320	4.000	3.000	5.000
COc1ccc2c(c1)ncn2CC1=C(Br)c2ccccc2C1=S	383.993	4.583	27.050	4.000	0.000	3.000
Cc1cc(CCC(=O)N2CCC(c3ccccc3)CC2)n(C)c1	310.205	3.672	25.240	2.000	0.000	4.000
CCOc1ccccc1CN1CCN(c2ccccc2Cl)CC1	330.150	4.061	15.710	3.000	0.000	5.000
CC(Cc1ccc(F)cc1)C1CCN(c2cc(N)c(F)c(F)c2)CC1	348.181	4.781	29.260	2.000	1.000	4.000
N#CCCc1cc(F)cc(C(F)(F)F)c1NC1CCc2ccccc21	348.125	5.400	35.820	2.000	1.000	4.000
CCC1=C(C(C)C)NC2=C(CC2(C)C)N1CC(N)Cc1ccccc1C(C)c1ccccc1	443.330	6.533	41.290	3.000	2.000	8.000
CC(C)CC(C(=O)NN)c1cccc2cccc(Cl)c12	290.119	3.613	55.120	2.000	2.000	4.000
O=C(C=C1SC=Cc2c1cc(Cl)c(F)c2F)N1CC(F)(F)c2ccccc21	411.011	5.815	20.310	2.000	0.000	1.000
O=C(O)Cc1cc(O)c2c(c1)CCN(CC1CCCCC1)CC2	317.199	3.000	60.770	3.000	2.000	4.000
COCC1CC(N)C(=O)N1C1CCCC(C)(c2ccccc2)C1	316.215	2.462	55.560	3.000	1.000	4.000
O=C(Nc1ccccc1F)N(Cc1ccccc1)Cc1cccc(O)c1	350.143	4.766	52.570	2.000	2.000	5.000
CN(Cc1cc[nH]c1)CC(F)(F)CN1CCc2ccc(Br)cc21	383.081	3.907	22.270	2.000	1.000	6.000
CN(CCc1c[nH]c2ccc(F)cc12)N1Cc2c(F)cccc2N1	328.150	3.678	34.300	3.000	2.000	4.000
Cc1cccc(CC(=O)NC2=Cc3ccc(=O)[nH]c3C(C)C2)c1C	322.168	3.199	61.960	2.000	2.000	3.000
CCC1(CC(=O)Nc2ccccc2)CNc2cc(Cl)ccc21	314.119	4.442	41.130	2.000	2.000	4.000
COC(=O)c1ccc(NCc2cc(F)c(Cl)c(Cl)c2)[nH]1	316.018	3.859	54.120	3.000	2.000	4.000
Cc1ccc(C(=O)Nc2ccc(-c3ccc(C4CCN(C)CC4)cc3)cc2)cc1	384.220	5.724	32.340	2.000	1.000	4.000
O=C(NC1(C(=O)F)CCCc2ccc3c(c21)CCN(C(F)(F)F)C3)C1CCCCC1CO	456.204	3.507	69.640	4.000	2.000	4.000
OC1C2CCC1CC(Nc1ccc(Nc3cccc(Cl)c3)cc1)C2	342.150	5.045	44.290	3.000	3.000	4.000
CC1CCC2CC(F)C(c3ccc(F)cc3)(c3cccnc3)C2C=C1N	354.191	4.754	38.910	2.000	1.000	2.000
O=C(NCC(O)c1ccccc1)c1cccc(Br)c1	319.021	2.913	49.330	2.000	2.000	4.000
CCC1CCN(C)CCN1C1CCCC(C2CCNCC2)c2ccccc21	369.314	4.411	18.510	3.000	1.000	3.000
O=C(NCc1ccccc1C1CCCNC1)Nc1ccc(I)c(C2CC2)c1	475.112	4.957	53.160	2.000	3.000	5.000
CNC(C1=CN=C2C=CN(CC(=O)Nc3cccc(F)c3)C12)C1CC1	340.170	2.299	56.730	4.000	2.000	6.000
O=C1C(CN2CCCCC2)CC1(CN1CCCCC1)C(F)F	314.217	2.799	23.550	3.000	0.000	5.000
Cn1c2ccc(-c3ccc(Cl)cc3)cc(N3CCN(c4ccccn4)CC3)cc1-2	402.161	5.172	24.300	4.000	0.000	3.000
NCC1C(=O)NCCC1CN1CCC2=C(CC(F)(F)F)CC2C1	331.187	1.672	58.360	3.000	2.000	4.000
CC1=CC=C(CN(CC23CC4CC(CC(C4)C2)C3)C(=O)c2cc(F)c[nH]2)C1	368.226	5.089	36.100	1.000	1.000	5.000
Cc1cn(-c2ccc(F)cc2)c2c1C1=CCN(CCN(C(=O)NC3CC3)C(F)(F)F)C(C1)C2	462.204	4.632	40.510	3.000	1.000	5.000
CC1=CC=C2C=C(NC(=O)C(C)(C)CCCN)C=CC=C2C1	298.205	3.524	55.120	2.000	2.000	5.000
CC(C)C1=CC(CN2CC(O)C(c3ccc(Cl)cc3)C2)CCCC1	347.202	4.873	23.470	2.000	1.000	4.000
O=[N+]1Nc2c(Br)cccc2C1=CNc1c(F)cccc1F	351.989	4.257	44.140	2.000	2.000	2.000
Oc1ccccc1N1CCCCC1c1ccc(Oc2ccccc2)cc1	345.173	5.916	32.700	3.000	1.000	4.000
CCCNC(=O)NC1CCC(C(=O)NN(c2ccc(Cl)c(Cl)c2)C(C)C)CC1	428.175	4.507	73.470	3.000	3.000	7.000
CCC(c1ccc(C)cc1)C1CCCN1c1ccccc1Nc1ccccc1	370.241	6.901	15.270	2.000	1.000	6.000
C=CC(=C1CCC(=O)NC1CC(F)(F)F)C1CCN(C(=O)N2CCCC(C#N)CC2)CC1	452.240	4.158	76.440	3.000	1.000	3.000
Cc1cc(NC(=O)CC(F)(F)F)ccc1-c1ccc(N(C)C)cc1[NH]	350.148	4.533	56.140	2.000	1.000	4.000
Cc1ccc(NC(=O)N(C)C(=O)C2CC(F)CN2C(C)C)c(C)c1	335.201	3.115	52.650	3.000	1.000	3.000
OC1CCc2cc(Cl)c(Cl)cc2N1CCCc1ccccc1	335.084	4.697	23.470	2.000	1.000	4.000
CC12CCCC1(C)Cc1c(cc(F)c(-c3ccc4c(Br)cccn34)c1N)C2	426.111	6.385	30.430	2.000	1.000	1.000
CCc1c(C)[nH]c2c(-c3ccc(NS(C)(=O)=O)cc3)cccc12	328.125	4.077	61.960	2.000	2.000	4.000
CC1NC(=O)NC(CC(F)(F)C(=O)NC2CCC(C(F)(F)F)CC2c2ccccc2)C1C	461.210	4.349	70.230	2.000	3.000	5.000
CNC(=O)CC(CCC(C)C)NC1Cc2cccc(F)c2C1(C)C	334.242	3.559	41.130	2.000	2.000	7.000
Cn1c(C(=O)C2C3CC4CCC2(c2ccccc2)C(C4)C3)cnc1N	335.200	3.579	60.910	4.000	1.000	3.000
CCC1C(=O)C=Cc2cn(Cc3ccc(F)cc3)cc2CN1CC1CC1	352.195	4.262	25.240	3.000	0.000	5.000
Nc1ccc(-c2cc(F)c3ccccn23)c(-c2ccc(Br)cc2)c1Cl	413.993	6.411	30.430	2.000	1.000	2.000
CCOCC1CC2CC(N(C)N(C)C)=C2c2ccc(N3CCC(O)CC3)c(Cl)c2C1(C)C	461.281	4.775	39.180	5.000	1.000	6.000
Cc1cn(CCC#Cc2ccc3c(c2)n(C)c(=O)n3C)c2c1CCI(C)C2C	489.128	4.182	31.860	4.000	0.000	2.000
CC(CCCOc1cc[nH]n1)c1ccc(N2CCCCC2)c(Cl)c1	347.176	5.016	41.150	3.000	1.000	7.000
Cc1cc(C(=O)NCC2(C)CCCC2)cn1-c1ccccc1C1CCC1	350.236	5.363	34.030	2.000	1.000	5.000
CC(=O)Nc1cccn2cc(CCc3cccc(Cl)c3)cc12	312.103	4.336	33.510	2.000	1.000	4.000
N#CCC1CN(c2ccccc2)C(I)(c2ccc3cc(F)ccc3c2)C1	456.050	6.007	27.030	2.000	0.000	3.000
CCC(C)OCc1cccc(N2C(=O)CSC2c2ccc(F)cc2)c1	359.136	4.919	29.540	3.000	0.000	6.000
CCCC1CCN(C2=CC(C)(C)c3cc(Cl)ccc3N2)CC1	318.186	5.397	15.270	2.000	1.000	3.000
C=CCCN1CCC2=C(C(=O)Nc3ccccc3C(F)(F)F)CC1C2	350.161	4.385	32.340	2.000	1.000	5.000
CC12CCCCC1CN(C(=O)C1CC(F)(F)CN1CCc1ccc(Cl)c(Cl)c1)C2	444.155	5.284	23.550	2.000	0.000	4.000
C=C1C=C(c2ccc(NC(=O)CC[SH](C)c3ccccc3)cc2)C=C1O	365.145	5.100	49.330	2.000	3.000	6.000
COC1=CC=CC(C)c2cccc3ccc4ccc(cc(c23)C1)-c1ccccc1C4(N)C(=O)O	449.199	5.978	72.550	3.000	2.000	2.000
Cc1cc(C2=c3[nH]c(-c4ccc(F)cc4Cl)cc3=C2O)cc2c1CN(C)C(=O)NC2(C)C	451.146	4.052	68.360	2.000	3.000	2.000
CN1CCC(C(=O)NC(CC(C)(C)C)S(C)(=O)(c2ccccc2)c2ccccc2)CC1=O	456.245	4.301	66.480	3.000	1.000	6.000
N#Cc1ccc(-c2c[nH]c(C3CC3C(=O)NCc3ccccc3)c2)cc1	341.153	3.973	68.680	2.000	2.000	5.000
CC1(c2ccc(F)c(F)c2F)C(=O)NC2C(CC1CCI)S2(=O)=O	472.977	2.446	63.240	3.000	1.000	3.000
CCCn1c(CCN2CCN(C)CC2)cc2cc(Cl)ccc21	319.182	3.495	11.410	3.000	0.000	5.000
Cc1ccc(NC(=O)C(C)Nc2ccc(-c3cccc(F)c3)cc2)cc1	348.164	5.240	41.130	2.000	2.000	5.000
CNc1ccc2[nH]c3ccc(CNCC4CCCCC4)cc3c2c1C	335.236	5.341	39.850	2.000	3.000	5.000
Cc1ccc(N2CC3CCC2C3CC(O)c2ccccc2)cc1[NH]	321.197	4.248	47.270	2.000	1.000	4.000
CC(O)C1CCNc2[nH]c3ccc(Br)cc3c2C1	308.052	3.286	48.050	2.000	3.000	1.000
O=C1C=C(NC2CCC(O)CC2)C(C(=O)NC2CCCCCC2)c2ccc(Cl)cc21	430.202	4.236	78.430	4.000	3.000	4.000
CN1CCN(CCNC2Cc3ccccc3-c3ccccc32)CC1	321.220	2.788	18.510	3.000	1.000	4.000
CNC(=O)C(c1ccccc1)(c1ccc(-c2ccccc2)cc1)C1CC1	341.178	4.796	29.100	1.000	1.000	5.000
CCOc1cccc(CNC(=O)Nc2ccccc2C(F)(F)F)c1C	352.140	4.734	50.360	2.000	2.000	5.000
CN(C)C(=O)NC1C(=O)NC(Cc2cccc(Cl)c2Cl)CC1c1cccc(C(F)(F)F)c1	487.104	4.867	61.440	2.000	2.000	4.000
Cc1cc2cccc(Oc3cc(F)cc(Cl)c3)c2n1CCN1CCCC1	372.140	5.630	17.400	3.000	0.000	5.000
CC1=c2ccccc2=C1NCCNc1ccc(C(=O)Nc2ccc(C(F)(F)F)cc2)cc1	437.171	3.952	53.160	3.000	3.000	7.000
CC(C)(Cc1ccc(N2CCCCC2)cc1)C1CCC(N)CC1	314.272	4.763	29.260	2.000	1.000	4.000
CNC1CC(C#N)NC1C1=C(Br)C=C(CC2CC2)C1	321.084	2.608	47.850	3.000	2.000	4.000
O=C(Nc1ccc(OCc2cccc(F)c2)cc1)C1CCC2CCC1C2	353.179	5.170	38.330	2.000	1.000	5.000
COC1=CC=C(c2c(C)[nH]c3cc(C(=O)O)cc(C(F)(F)F)c23)C1	337.093	4.511	62.320	2.000	2.000	3.000
CC1CC(C)C2CC1CCC1CC(C(=O)N2)N(c2ccccc2)C1	326.236	3.842	32.340	2.000	1.000	1.000
CC1CC(NCCN2CCc3ccccc3C2)C=CC=C1C#N	307.205	3.049	39.060	3.000	1.000	4.000
O=C(O)C(=C1c2cccc(Cl)c2C1c1ccc2sccc2c1)c1ccccc1	402.048	6.696	37.300	2.000	1.000	3.000
O=C(Nc1ccc(Br)cc1)NC(c1cccc(F)c1)C1CCC(c2ccc[nH]2)CC1	469.117	6.753	56.920	1.000	3.000	5.000
Nc1cc2c(cc1CCC(F)(F)F)NCC2c1cccc(F)c1Cl	358.086	5.114	38.050	2.000	2.000	3.000
CCCCN1C=CC(=O)N(c2ccc(Br)c(Br)c2)C2=C1CCC2	437.994	5.570	23.550	2.000	0.000	4.000
C[n+]1cc(-c2ccccc2-c2ccncc2)ccc1C(C(F)F)C(F)(F)F	379.123	5.151	16.770	1.000	0.000	4.000
CC1C(C2CC2)C(C)(C)N1c1ccc(Br)cc1C1CC1	333.109	5.340	3.240	1.000	0.000	3.000
CC(NC1=C(C#N)c2cc(CCC(=O)O)ccc21)C1CCCCCC1	338.199	4.358	73.120	3.000	2.000	6.000
CC1=C2CC(c3ccc(F)cc3)(NC=C3N(CCCC3(F)F)C(=O)Nc3ccc2cc3)N1C	454.198	5.453	47.610	3.000	2.000	1.000
NC1Cc2cc(Cl)cc(Cl)c2CCC12C=C(Cl)C2=CC=C(F)C(F)(F)F	425.013	6.274	26.020	1.000	1.000	1.000
CCC1=NC2=NC(c3ccccc3)=C3CCC2=C1C1=C3CCN(C(C)(C)C)CC1	385.252	5.956	27.960	3.000	0.000	2.000
OCc1c(F)ccc(-c2ccccc2)c1Cc1ccc(F)cc1O	326.112	4.421	40.460	2.000	2.000	4.000
N#Cc1ccccc1CN1c2ccccc2CC1CCC(N)=O	305.153	2.755	70.120	3.000	1.000	5.000
CC1=CC=C(C(=O)N2CCC3(CCN(C(C)(C)C)CC3)N2c2ccc(Cl)c(Cl)c2)C1	447.184	5.857	26.790	3.000	0.000	2.000
O=C(CNS(=O)(=O)c1ccccc1Cl)C1=CC(Br)=C2C(Cl)=CC=C12	444.894	3.839	63.240	3.000	1.000	5.000
Nc1nc2c3cc(F)ccc3n(-c3ccccc3Br)c2cc1Br	432.923	5.425	43.840	3.000	1.000	1.000
CC(C)(C)NC(=O)N1CCC2(CCN(C(=O)C=Cc3ccc(Br)nc3)CC2)CC1	462.163	4.070	65.540	3.000	1.000	2.000
CSC1(Cc2ccc(Br)cc2)Nc2ccc3[nH]ccc3c2C12CCN(C(C)C)CC2	483.134	6.400	31.060	3.000	2.000	4.000
O=C(Nc1cccc(Cc2ccc(Cl)c(Cl)c2)c1)C1CC(O)C(CO)C2CCCC12	447.137	4.928	69.560	3.000	3.000	5.000
CC(C)C1(NS(=O)(=O)c2ccccc2Br)CCCC2(C)CCCCC21	427.118	5.503	46.170	2.000	1.000	4.000
CC(=Cc1ccccc1)CCN(C(=O)C1CC1)c1ccc(F)cc1	323.169	5.062	20.310	1.000	0.000	6.000
CC(=O)CCC1c2ccc(C(F)F)cc2C2CCOC2CC1(C)C	336.190	5.379	26.300	2.000	0.000	4.000
CN1C=C(C=Cc2c[nH]nc2CCc2cccc(Cl)c2)CC1	313.135	4.081	31.920	2.000	1.000	5.000
COc1ccc(C2CCCc3ccccc3C(C)N2Cc2ccccc2)cc1	371.225	6.336	12.470	2.000	0.000	4.000
COc1cccc(Br)c1CNc1ccc(-c2ccccc2)cc1	367.057	5.737	21.260	2.000	1.000	5.000
Cc1cc(OCc2ccccc2)ccc1NC(=O)C1=CC=C2C(F)=CC=C12	359.132	5.172	38.330	2.000	1.000	5.000
COC1CCC(C(=O)c2ccccc2Br)c2ccccc21	344.041	4.897	26.300	2.000	0.000	3.000
O=c1c2ccc(F)cc2c2ccc(Cn3ccc4ccccc43)c3ccccc3n1-2	392.132	5.724	26.930	3.000	0.000	2.000
CC1=CC(C(=CNC2CC2)C(=O)NC(C)C2CC3CC(C)(C)CCC32)C=C1	368.283	4.722	41.130	2.000	2.000	6.000
CCCc1ccc(Nc2cc(Br)c(P(N)(=O)O)cc2Br)cc1	445.939	4.677	75.350	2.000	3.000	5.000
NC(CCNCCN1CCN(C(=O)Nc2ccc(Cl)cc2)CC1)c1ccc(F)c(F)c1	451.195	3.447	73.630	4.000	3.000	8.000
O=C1OC2=C(CCC(=O)N(CCc3ccccc3)CC2)C1c1ccccc1	361.168	3.836	46.610	3.000	0.000	4.000
CCC1CN(C(=O)N2CCN(C(=O)NC3CCCc4cc(F)ccc43)CC2)CC1CC(C)C	458.306	4.654	55.890	2.000	1.000	4.000
CCC1C(=O)N(C)C(C)(C)C2CNC3Cc4cc(-c5ccccc5)ccc4C1(C)NC(=O)C32	445.273	3.722	61.440	3.000	2.000	2.000
CC1CCC(N(C)C2CCC3(CC2)OC(=O)C=CC3=O)c2ccccc2S1	385.171	4.297	46.610	5.000	0.000	2.000
O=C1NCC2Nc3cc(F)ccc3C1C2CCc1ccccc1	310.148	3.082	41.130	2.000	2.000	3.000
N#CC(C(N)=O)C1=Cc2c(Br)cc(Br)cc2C2CCCCC12	421.963	4.507	66.880	2.000	1.000	2.000
COc1ccc(Cn2c3ccccc3c3ccc(Cl)cc32)cc1	321.092	5.505	14.160	2.000	0.000	3.000
CC1CC(C(C)(C)C(=O)C(C)C2CC2)CC1C(=O)N(C)C=O	307.215	2.905	54.450	3.000	0.000	6.000
CCC(=C1C(=O)NC2CCCCC2C(=O)NC1(C)C)C(C)c1c[nH]c2cccc(CCF)c12	453.279	5.073	73.990	2.000	3.000	5.000
Cc1[nH]ccc1CN1CCN(C(=O)N2CCC(n3c(C)ccc3-c3ccc(F)cc3)CC2)CC1	463.275	4.814	47.510	3.000	1.000	4.000
CC(C1=C(Cl)N=C2C=CN(C1=O)C(Br)=C2Cl)c1ccccc1	395.943	4.854	32.670	2.000	0.000	2.000
CC1CC(C)(C)C(C)(NCCN2CCc3ccccc3N2)CC1C	329.283	4.312	27.300	3.000	2.000	4.000
COC(=O)c1cc(C(C)(C)c2cccc3cccc(Br)c23)c2ccccn12	421.068	5.968	30.710	3.000	0.000	3.000
N#CC1CCC(NC(=O)N2CCCN3C(=O)C(c4ccc(Cl)cc4Cl)CC23)C1	420.112	3.743	76.440	3.000	1.000	2.000
CN(C)CCC(=O)Nc1cc(C#N)c(Cl)c(C(F)(F)F)c1	319.070	3.121	56.130	3.000	1.000	4.000
CC(N)N1CCC(C2CC3CCC(C2)C3(C)c2ccccc2)=CC=C(C2C=CC(=O)CNC2)C1	459.325	4.588	58.360	4.000	2.000	4.000
COc1cccc(C23CCSC2CC(NC(C)(C)C)CNC3)c1	334.208	3.189	33.290	4.000	2.000	3.000
CNc1ccc(Cc2cc(C(F)(F)F)cn2CC(F)c2ccccc2)cn1	377.152	5.245	29.850	3.000	1.000	6.000
Cc1ccc(C(C(=O)C2CCC(=O)NC2)C(C)C)cc1C	287.189	3.138	46.170	2.000	1.000	4.000
CN1C=c2cc(C=CCN(C)Cc3ccccc3)ccc2=C(N)C1	319.205	1.582	32.500	3.000	1.000	5.000
CN(C)C(=O)C1=CC=C2NC3=CC=CCC=C3C2CC1C1CCNC1	337.215	2.504	44.370	3.000	2.000	2.000
O=CCNC(Cc1cccc(Br)c1)Nc1ccccc1F	350.043	3.357	41.130	3.000	2.000	7.000
O=C1CSC(=CC=C2C=CN=C2c2ccccc2Br)C12CCOC2	401.009	4.298	38.660	4.000	0.000	2.000
Cc1c(O)c(-c2ccccc2)cc2c1NC(Cc1cc[nH]c1)CC2	318.173	4.665	48.050	2.000	3.000	3.000
COC1=CC(C=C2CC3CN(C2=O)C3C=Cc2cc(F)ccc2[NH])=C1	337.135	3.381	53.340	2.000	0.000	4.000
COC1=CC2=CC(Br)=C(C1)C(c1cccc(C)c1C)NC(=O)C2	373.068	4.374	38.330	2.000	1.000	2.000
Cc1cc(F)ccc1C1CCN(C2CCCC2)CN(c2ccc(Cl)c(Cl)c2)C1=O	434.133	6.164	23.550	2.000	0.000	3.000
CC1=CN=C2c3ccccc3C(=CCNC(=O)CC3(C)CC3)C12	306.173	3.713	41.460	2.000	1.000	4.000
N#CCCCN(CCN1CCN2CC(=O)NC2=C1C(F)(F)F)c1cc(F)cc(Cl)c1	445.129	3.068	62.610	5.000	1.000	7.000
CCOc1cccc(CCNCC(=O)Nc2c(Cl)cc(C(F)(F)F)cc2Cl)c1C	448.093	5.490	50.360	3.000	2.000	8.000
CC1(C2CC(F)(F)CCN2C(=O)C2CCN(c3ccc(C(F)(F)F)cc3O)CC2)CCC1	460.215	5.444	43.780	3.000	1.000	3.000
CN(C)C1CC(C#N)CC2Cc3c(cc(F)c(F)c3F)C(=O)C3=C2CCNC(=O)C1C3	431.182	3.145	73.200	4.000	1.000	1.000
CCC1(C)C=C(c2ccccc2Br)SC(C)=C1N	323.034	5.143	26.020	2.000	1.000	2.000
OC1=CC=C(C(F)(F)F)N2c3ccc(-c4ccc(F)c(F)c4)cc3N3CCC1CC32	420.126	5.896	26.710	3.000	1.000	1.000
CCN1CC(NC(=O)c2cccc(-c3c[nH]c4ccc(NC5CCCCC5)cc34)c2)CC1C	444.289	5.792	60.160	3.000	3.000	6.000
CC(=NNc1cccc(-c2ccccc2)c1)C1CCC(N)(c2ccccc2)O1	371.200	5.132	59.640	4.000	2.000	5.000
CCC1(C)Cc2ccccc2C(NC(=O)C2=CCN3CCNCC23)C1	339.231	2.420	44.370	3.000	2.000	3.000
CC1=C=C2NC(c3cccc(C(N)=O)c3)=CC=C2C(C2CCCC2)=C1	330.173	4.215	55.120	2.000	2.000	3.000
CN(C1=CN(C2C=C(C#N)CC2)CC1)C(C)(C)C1CCC2(CC1)Cc1cc(Cl)ccc12	435.244	6.194	30.270	3.000	0.000	4.000
CNC1Cc2c(F)cccc2C2(CCN3Cc4ccccc43)CC12	322.185	3.638	15.270	2.000	1.000	4.000
COC(C)(C)CC1=CC=C(CCC(=O)N2CCc3ccccc3C2C)C1	353.235	4.984	29.540	2.000	0.000	6.000
CC(C)Oc1ccccc1-c1ccc(CN2CCN(c3ccccc3)CC2)cc1	386.236	5.463	15.710	3.000	0.000	6.000
CCCC(C(=O)O)=C1NCCCN1c1ccccc1C(F)(F)F	328.140	3.601	52.570	3.000	2.000	4.000
Cc1cc(C(F)(F)F)nc(N2CCN(C(C)c3cccc(Cl)c3)CC2)n1	384.133	4.340	32.260	4.000	0.000	3.000
CCCc1cc(NCCN)c2c(c1)N1CCCC(C1)C(C)(C)C2	315.267	3.808	41.290	3.000	2.000	5.000
CC(=O)Nc1ccc(-c2ccccc2C2CCCC2)c(Cl)c1	313.123	5.623	29.100	1.000	1.000	3.000
NC(=O)CC(c1ccc(-c2cccc(C3CCCCC3)c2)cc1)c1ccc(Cl)nc1N	433.192	6.039	82.000	3.000	2.000	6.000
N=C(c1ccc(O)c(C(F)(F)F)c1)N1CCC2(CCN(Cc3ccccc3)CC2)C(=O)C1	445.198	4.294	67.630	4.000	2.000	3.000
Cc1ccccc1N(C(=O)C=Cc1ccccc1)C(=O)C(F)(F)Cl	349.068	4.400	37.380	2.000	0.000	4.000
CC(C)(CC1(C)CN2C(C)(C)C(=O)CC21C)C(=O)NC(C)(C)C1CCc2ccccc2C1	438.325	4.935	49.410	3.000	1.000	5.000
CS(=O)(=O)c1ccccc1-c1c(-c2ccccc2)ccc2c1CC2	334.103	4.523	34.140	2.000	0.000	3.000
CS(=O)(=O)CCCc1ccc2c(c1)-c1ccc(F)cc1CC2	318.109	3.569	34.140	2.000	0.000	4.000
CCCCCCC(=O)C1CCCN(C(=S)N(C)C(C)(C)C)CN1	341.250	3.553	35.580	3.000	1.000	6.000
NC1CC(N2CC3(CCCC3)C2)NC1c1cccc(CCCF)c1	331.242	3.153	41.290	3.000	2.000	5.000
CC(=O)NC1CCCC2=C(CCC2(C)C)N1C(=O)Nc1cccnc1-c1ccc(F)cc1	436.227	5.442	74.330	3.000	2.000	3.000
COCc1cccc(NN=Cc2ccc(Cl)c(Cl)c2)c1	308.048	4.586	33.620	3.000	1.000	5.000
CC1CC(c2cn(Cc3cccc(F)c3)c3ccccc23)=CN1C	320.169	4.894	8.170	2.000	0.000	3.000
CN(c1cccc(-c2ccccc2)c1-c1ccc(Cl)cc1)N1CCN2CCCC2C1	417.197	5.805	9.720	3.000	0.000	4.000
CC1CCC2(CC(=O)N(CC(=O)c3ccc(Cl)cc3)C2)C1	305.118	3.561	37.380	2.000	0.000	3.000
CCN(C)c1ccc2c(c1)nc(Br)c1ccc(Br)c(Br)c12	469.863	6.132	16.130	2.000	0.000	2.000
NCC1CC(C(F)(F)F)C(NC(=O)C=CC=Cc2ccccc2F)CC1c1ccccc1	446.198	5.211	55.120	2.000	2.000	6.000
NC1=CC=CC2=CC(C(F)(F)F)=CC=C1N2CCC1CCCC1	322.166	4.551	29.260	2.000	1.000	3.000
CN1CCC(N2CCCN(c3ncccc3C(N)Cc3ccc(Cl)c(Cl)c3)C2)CC1	447.196	4.195	48.630	5.000	1.000	5.000
